LFQ intensity 6A_1	LFQ intensity 6A_2	LFQ intensity 6A_3	LFQ intensity 6A_4	LFQ intensity 6A_5	LFQ intensity 6A_6	LFQ intensity 6A_7	LFQ intensity 6A_8	LFQ intensity 6A_9	LFQ intensity 6B_1	LFQ intensity 6B_2	LFQ intensity 6B_3	LFQ intensity 6B_4	LFQ intensity 6B_5	LFQ intensity 6B_6	LFQ intensity 6B_7	LFQ intensity 6B_8	LFQ intensity 6B_9	LFQ intensity 6C_1	LFQ intensity 6C_2	LFQ intensity 6C_3	LFQ intensity 6C_4	LFQ intensity 6C_5	LFQ intensity 6C_6	LFQ intensity 6C_7	LFQ intensity 6C_8	LFQ intensity 6C_9	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names
20.0807	19.83266	19.94077	19.76031	19.7672	19.8274	19.79278	19.4995	19.70005	19.94764	20.43827	20.05986	19.84455	19.8105	19.97827	19.77872	19.89614	19.96395	20.24191	19.75311	19.80688	20.05762	19.69049	19.78643	20.05086	19.51765	19.75706	9	9	9	20.3	20.3	20.3	51.982	0	23.008	22135000	61	P33299	P33299	26S protease regulatory subunit 7 homolog	RPT1
22.29589	22.4	22.27674	22.52812	22.56781	22.56048	22.5643	22.55974	22.68804	22.39877	21.96695	21.65403	22.38832	22.37093	22.48338	22.59307	22.54085	22.74721	NaN	22.07258	22.01035	22.39645	22.41165	22.3181	22.41493	22.48741	22.52224	22	22	16	15.3	15.3	11.1	170.44	0	123.29	124760000	194	P33302	P33302	Pleiotropic ABC efflux transporter of multiple drugs	PDR5
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.6185	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	4	4	4.6	4.6	4.6	109.35	0	8.9263	1562500	10	P33307	P33307	Importin alpha re-exporter	CSE1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.2582	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	2.8	2.8	2.8	44.057	0.0070922	3.391	318240	1	P33309	P33309	Protein DOM34	DOM34
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.0183	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	6	6	6	44.112	0.001548	4.4252	549400	2	P33313	P33313	Hsp70/Hsp90 co-chaperone CNS1	CNS1
NaN	NaN	NaN	19.62524	18.99369	NaN	19.97869	NaN	NaN	NaN	20.25523	20.21656	NaN	NaN	19.65747	20.42542	NaN	NaN	NaN	19.99631	19.92122	NaN	NaN	NaN	NaN	NaN	19.32371	3	3	3	17.7	17.7	17.7	15.307	0.00086655	5.7598	17662000	11	P33317	P33317	Deoxyuridine 5-triphosphate nucleotidohydrolase	DUT1
21.53422	NaN	20.50019	21.6862	21.65858	21.58774	22.06052	21.85711	22.38698	NaN	20.96381	NaN	21.71749	21.61014	21.6285	21.89141	21.93822	22.02307	NaN	NaN	20.9124	21.78237	21.89234	21.87965	21.70632	21.92423	21.90382	10	10	10	20.9	20.9	20.9	54.704	0	45.605	68601000	81	P33322	P33322	H/ACA ribonucleoprotein complex subunit 4	CBF5
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.57193	2	2	2	2.6	2.6	2.6	124.33	0.0057348	3.4939	1059900	6	P33327	P33327	NAD-specific glutamate dehydrogenase	GDH2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.8296	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	16.5	16.5	16.5	12.957	0.00081433	5.0568	3063300	11	P33328;P31109	P33328;P31109	Synaptobrevin homolog 2;Synaptobrevin homolog 1	SNC2;SNC1
NaN	NaN	NaN	21.23526	20.89475	20.76507	21.02628	21.18362	20.99479	NaN	NaN	NaN	20.5986	20.71163	20.7628	20.91991	21.13859	21.07555	NaN	NaN	NaN	20.4916	20.65884	20.47437	20.98628	21.09107	20.98273	9	9	9	22	22	22	43.415	0	41.051	31767000	74	P33330	P33330	Phosphoserine aminotransferase	SER1
21.97705	23.1853	22.3246	22.28373	22.20559	22.25384	22.08725	22.51809	22.18646	21.56923	22.55473	23.26828	22.06079	22.54595	22.42504	22.0899	22.15817	22.07777	22.98221	22.52346	22.42864	22.07979	22.12364	22.21383	22.26785	22.1107	21.94946	3	3	3	25.6	25.6	25.6	14.453	0	172.78	123090000	78	P33331	P33331	Nuclear transport factor 2	NTF2
NaN	NaN	NaN	18.46854	18.61605	18.37979	NaN	NaN	NaN	NaN	NaN	NaN	18.10963	18.18365	18.20743	NaN	NaN	NaN	NaN	NaN	NaN	18.0568	18.23238	17.90642	NaN	NaN	NaN	3	3	3	17.5	17.5	17.5	33.887	0.00092251	7.0094	4363400	17	P33333	P33333	Probable 1-acyl-sn-glycerol-3-phosphate acyltransferase	SLC1
NaN	19.05404	NaN	19.69251	19.30952	19.14231	19.40064	NaN	NaN	NaN	19.37407	NaN	19.33285	19.31988	19.20748	19.13418	19.32483	NaN	NaN	NaN	NaN	18.99838	19.10085	19.25516	19.29003	NaN	19.37046	10	10	10	14.2	14.2	14.2	108.91	0	78.407	11120000	46	P33338	P33338	Protein SLA2	SLA2
NaN	NaN	NaN	20.8383	20.5757	20.58086	20.43288	20.74977	20.05086	20.12578	NaN	NaN	20.58445	20.50077	20.21963	20.69583	20.65386	20.72442	NaN	NaN	NaN	20.48738	20.23783	20.51027	20.70624	20.47457	20.50862	7	7	7	29.1	29.1	29.1	32.104	0	65.826	24989000	52	P33399	P33399	La protein homolog	LHP1
20.30641	20.78804	20.56848	19.93919	20.19496	20.15795	20.28828	20.52898	20.36741	20.49434	20.80766	20.67176	19.98732	20.36805	20.17121	20.36506	20.23011	20.5816	NaN	20.31396	20.67874	20.1154	20.14805	20.20479	20.29637	20.12313	20.38827	9	9	8	20.2	20.2	18.1	63.111	0	33.162	31476000	64	P33401	P33401	Phosphoglucomutase 1	PGM1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.07908	1	1	1	1.2	1.2	1.2	91.335	0.0022814	4.2262	9853600	14	P33416	P33416	Heat shock protein 78, mitochondrial	HSP78
NaN	21.75597	21.25003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.72821	21.2678	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.08842	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	11.6	11.6	11.6	22.068	0.0008881	6.2336	15577000	7	P33421	P33421	Succinate dehydrogenase [ubiquinone] cytochrome b subunit, mitochondrial	SDH3
NaN	23.12569	23.42662	22.40994	22.51857	22.68108	22.47482	22.72376	22.72048	NaN	23.40458	23.7168	22.61764	22.63651	22.59487	22.53041	22.87465	22.7032	23.56174	23.78147	23.49277	22.38845	22.52497	22.66438	22.44907	22.85546	22.77878	21	4	4	72.2	15.7	15.7	28.743	0	72.119	175940000	53	P33442	P33442	40S ribosomal protein S1-A	RPS1A
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.76968	NaN	NaN	NaN	1	1	1	34.4	34.4	34.4	6.4074	0.00085985	5.6646	339780	1	P33448	P33448	Mitochondrial import receptor subunit TOM6	TOM6
19.4051	19.76502	19.94564	19.78972	19.76731	19.6161	19.66889	19.35037	19.81073	19.81196	20.14818	19.81206	19.56086	19.58173	19.69217	19.67821	19.8718	19.8884	19.52449	19.5103	19.95575	19.50457	19.67197	19.42794	19.64026	19.37613	19.42657	11	11	11	19.4	19.4	19.4	61.067	0	37.997	19396000	92	P33734	P33734	Imidazole glycerol phosphate synthase hisHF;Glutamine amidotransferase;Cyclase	HIS7
NaN	NaN	NaN	NaN	17.18486	17.5871	NaN	NaN	NaN	NaN	NaN	NaN	17.57134	17.63672	17.59667	NaN	NaN	NaN	NaN	NaN	NaN	17.75688	17.72421	17.57208	NaN	NaN	NaN	4	4	4	8.4	8.4	8.4	56.788	0	9.8743	2656600	6	P33750	P33750	Protein SOF1	SOF1
NaN	18.84003	18.56425	19.44316	19.06695	18.59266	18.82789	18.96263	19.51751	NaN	19.13563	NaN	19.17158	19.02104	18.84934	18.81112	18.83223	19.41202	NaN	18.74547	NaN	18.89303	19.01938	18.69074	18.98457	19.26174	19.49635	4	4	4	10	10	10	49.391	0	10.682	10839000	35	P33767	P33767	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1	WBP1
NaN	20.26545	19.98231	19.75377	19.96649	19.84586	20.27969	NaN	20.09854	NaN	NaN	20.0438	20.03819	19.88706	19.97014	20.03537	20.12035	19.89618	NaN	19.73003	NaN	19.96635	19.82134	19.89844	19.92024	20.14731	19.667	4	4	4	4.3	4.3	4.3	92.674	0	33.068	20752000	39	P33775	P33775	Dolichyl-phosphate-mannose--protein mannosyltransferase 1	PMT1
20.90551	20.77394	21.07241	21.20961	21.3224	21.28534	21.45513	22.08083	21.68633	21.22712	20.97994	21.1818	21.07646	21.07078	21.15246	21.48207	21.86922	21.76328	21.21703	21.00744	21.53155	20.96867	21.23187	21.28715	21.29821	21.81026	21.72879	25	25	25	10.1	10.1	10.1	296.69	0	111.58	63628000	160	P33892	P33892	Translational activator GCN1	GCN1
NaN	NaN	NaN	17.70185	17.59878	17.5527	NaN	NaN	NaN	NaN	NaN	NaN	17.58784	17.51507	17.74806	NaN	NaN	NaN	NaN	NaN	NaN	17.43868	NaN	17.53458	NaN	NaN	NaN	5	5	5	6.2	6.2	6.2	96.173	0	10.121	4548900	12	P34077	P34077	Nucleoporin NIC96	NIC96
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.66941	2	2	2	4.3	4.3	4.3	53.39	0.00083403	5.3023	1433300	17	P34078	P34078	Protein LTV1	LTV1
NaN	NaN	NaN	18.05081	18.11156	18.11964	NaN	NaN	NaN	NaN	NaN	NaN	18.18505	18.23837	18.03047	NaN	NaN	NaN	NaN	NaN	NaN	18.22666	18.2235	18.13711	NaN	NaN	NaN	2	2	2	14.6	14.6	14.6	19.058	0.00083264	5.2997	4235200	10	P34087	P34087	DNA-directed RNA polymerase II subunit RPB7	RPB7
NaN	NaN	NaN	NaN	17.26929	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.4598	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	5	5	7	7	7	100.02	0	10.406	1915900	10	P34160	P34160	Nuclear cap-binding protein complex subunit 1	STO1
22.45716	22.43489	22.59418	21.77121	21.96003	21.94457	22.18277	22.05358	22.0911	22.803	22.19129	22.63984	21.95095	21.91042	21.94371	22.3058	21.8867	22.29555	NaN	22.53896	22.62031	21.86933	21.97327	22.00696	22.21715	21.9589	22.15428	17	17	17	45.2	45.2	45.2	48.521	0	61.751	107720000	132	P34167	P34167	Eukaryotic translation initiation factor 4B	TIF3
19.99051	20.27492	20.51941	20.12742	20.10418	20.28873	NaN	NaN	20.32213	NaN	20.22682	NaN	20.3024	20.02634	20.30474	19.65884	NaN	20.02405	NaN	20.11299	20.41844	19.9869	20.07248	20.2876	20.07457	20.05762	20.08525	17	17	17	14.6	14.6	14.6	150.78	0	95.244	27127000	71	P34216	P34216	EH domain-containing and endocytosis protein 1	EDE1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.05155	NaN	NaN	NaN	1	1	1	2.8	2.8	2.8	73.775	0.00079745	4.7656	1239800	7	P34217	P34217	RNA-binding protein PIN4	PIN4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.40339	NaN	NaN	NaN	4	2	2	10.9	7.3	7.3	51.331	0.00079428	4.7294	1901200	8	P34221	P34221	Protein phosphatase 2C homolog 3	PTC3
18.45868	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	10.1	10.1	10.1	22.435	0.00081037	4.9944	3570100	6	P34222	P34222	Peptidyl-tRNA hydrolase 2	PTH2
NaN	NaN	NaN	19.29598	19.32092	19.34953	19.59189	19.33134	19.19607	NaN	NaN	NaN	19.36267	19.26499	19.38279	19.93082	19.5142	19.17382	NaN	NaN	NaN	19.4536	19.27626	19.29156	19.01182	19.71604	19.41235	7	7	7	21.7	21.7	21.7	46.987	0	21.778	12236000	47	P34223	P34223	UBX domain-containing protein 1	SHP1
18.38856	18.87424	18.71763	18.98474	19.03515	19.29147	19.00659	19.52671	19.52396	19.17141	NaN	19.13456	18.88801	19.10618	19.20299	19.25647	19.80859	19.64611	NaN	18.60632	18.7828	18.90448	19.17209	19.0064	19.14532	19.47376	19.42195	6	6	6	24.9	24.9	24.9	29.495	0	19.175	12798000	49	P34227	P34227	Mitochondrial peroxiredoxin PRX1	PRX1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.79867	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	2.7	2.7	2.7	77.513	0.0022321	3.9812	1140400	2	P34237	P34237	Protein CASP	COY1
NaN	NaN	NaN	18.02307	17.88697	17.77526	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.12848	17.7957	17.64061	18.03074	NaN	NaN	NaN	NaN	NaN	17.39791	17.29239	17.41419	17.90619	17.92891	4	4	4	2.8	2.8	2.8	203.28	0	7.9155	3168500	13	P34241	P34241	Nucleolar pre-ribosomal-associated protein 1	URB1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.86218	NaN	NaN	NaN	NaN	1	1	1	2	2	2	67.524	0.0022422	4.0635	1800200	11	P34248	P34248	Probable intramembrane protease YKL100C	
NaN	NaN	NaN	NaN	16.86725	16.96014	NaN	NaN	NaN	NaN	NaN	NaN	16.9991	16.75721	16.73304	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.91076	16.97365	NaN	NaN	NaN	4	4	4	13.4	13.4	13.4	35.322	0	7.9701	2427800	16	P34253	P34253	Protein KTI12	KTI12
24.81792	25.05209	25.01623	24.76122	24.95912	25.06435	24.8375	24.72682	24.84326	24.69959	25.27569	25.10105	24.96592	25.00924	25.28546	24.88618	24.76891	24.91301	23.77676	25.02665	24.92262	24.94235	25.15267	25.06106	24.86344	24.7497	24.94342	15	15	4	46.9	46.9	16.5	31.061	0	119.14	767050000	305	P34730	P34730	Protein BMH2	BMH2
24.58618	24.33047	24.50924	25.97526	25.93019	25.99319	24.4706	24.0662	24.35669	22.86437	23.93238	24.2906	25.75078	25.48561	25.47729	24.46557	23.94306	24.15205	24.84857	24.37458	24.51177	25.19633	25.67611	25.38225	24.40626	24.42976	24.57911	9	9	9	53.6	53.6	53.6	21.589	0	114.9	774000000	186	P34760;Q04120	P34760	Peroxiredoxin TSA1	TSA1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.06371	NaN	NaN	NaN	1	1	1	2.4	2.4	2.4	65.353	0.00082169	5.1516	902160	3	P34909	P34909	General negative regulator of transcription subunit 4	MOT2
NaN	NaN	NaN	NaN	NaN	18.77706	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.50425	NaN	NaN	NaN	NaN	NaN	NaN	18.27135	NaN	NaN	NaN	NaN	NaN	4	4	4	22.2	22.2	22.2	25.326	0.00084246	5.4802	6805800	5	P35176	P35176	Peptidyl-prolyl cis-trans isomerase D	CPR5
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.83226	1	1	1	4.7	4.7	4.7	33.202	0	23.58	4499200	24	P35178	P35178	Ribosomal RNA-processing protein 1	RRP1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.67357	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	22.5	22.5	22.5	8.9435	0	10.178	66132000	25	P35179	P35179	Protein transport protein SSS1	SSS1
NaN	18.59962	18.96022	18.61949	18.70242	18.54744	NaN	19.17409	19.04324	NaN	19.48408	18.94963	18.78931	19.20232	18.91175	NaN	19.17001	NaN	NaN	NaN	NaN	18.78737	18.93531	18.88337	NaN	19.02737	NaN	2	2	2	14.8	14.8	14.8	20.317	0	18.778	9791800	37	P35180	P35180	Mitochondrial import receptor subunit TOM20	TOM20
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.49158	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.6221	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	3.7	3.7	3.7	47.166	0.0095433	2.9747	3177700	2	P35184	P35184	Ribosome assembly protein SQT1	SQT1
NaN	17.84916	19.81289	18.65337	19.49561	19.39285	NaN	18.91009	18.94707	19.79633	NaN	19.70337	19.49046	19.14203	18.89593	NaN	18.89217	19.21	NaN	NaN	19.68006	19.15284	19.04164	19.03042	NaN	18.65358	18.7944	3	3	3	18	18	18	27.44	0	55.533	12132000	34	P35189	P35189	Transcription initiation factor TFIID subunit 14	TAF14
NaN	NaN	NaN	19.81024	19.4198	19.34743	19.58327	19.27976	19.51867	NaN	NaN	NaN	19.59069	19.20684	19.27141	19.0024	19.31862	19.71636	NaN	NaN	NaN	19.22964	19.23914	19.20223	19.66834	19.41603	19.26733	7	7	7	26.7	26.7	26.7	39.296	0	29.357	12675000	39	P35197	P35197	ADP-ribosylation factor GTPase-activating protein GCS1	GCS1
22.94215	24.2732	23.92479	24.66384	24.77289	24.92175	24.5817	24.5511	24.7015	23.34652	NaN	23.62712	24.73727	24.39506	24.82129	24.76127	24.49924	24.46992	21.57108	24.25415	24.46089	24.85358	24.63567	24.77505	24.51027	24.74853	24.72318	11	11	11	41.3	41.3	41.3	18.741	0	86.212	501420000	133	P35691	P35691	Translationally-controlled tumor protein homolog	TMA19
NaN	19.50957	19.71681	19.49109	19.32454	19.17204	19.91025	20.34765	19.76526	NaN	19.19087	19.74657	19.21043	19.28109	19.15919	20.01031	20.18168	20.27765	NaN	19.58237	19.66854	19.33141	19.17072	19.38224	19.73241	20.24493	20.03591	6	6	6	29.7	29.7	29.7	25.097	0	16.024	18179000	30	P35719	P35719	Uncharacterized protein MRP8	MRP8
NaN	NaN	NaN	18.89401	19.19573	19.05997	NaN	NaN	NaN	NaN	NaN	NaN	18.85638	18.96829	18.9367	NaN	NaN	NaN	NaN	NaN	NaN	19.01029	18.91995	18.88861	NaN	NaN	NaN	6	6	6	38.3	38.3	38.3	23.459	0	14.543	8765900	27	P35723	P35723	Endoplasmic reticulum transmembrane protein 1	YET1
NaN	NaN	20.61135	19.94063	20.27355	20.13157	20.41566	20.32191	20.69268	NaN	NaN	NaN	20.49911	20.36143	20.61818	20.39989	20.4341	20.2558	NaN	NaN	NaN	20.47951	20.24284	20.1795	20.62996	20.36613	20.31152	5	5	5	9.8	9.8	9.8	83.972	0	48.326	24895000	61	P35732	P35732	RNA polymerase II degradation factor 1	DEF1
21.2777	21.64926	21.56347	20.55861	20.80207	21.00429	21.41627	21.18247	21.53919	21.46702	21.59236	21.63125	20.7725	21.10085	21.0488	21.21715	21.64086	21.21531	NaN	19.91694	21.4244	20.74763	20.82586	20.9307	21.3024	21.40218	21.17761	10	10	10	25.1	25.1	25.1	49.491	0	26.639	54838000	65	P35844	P35844	Protein KES1	KES1
24.7453	26.75685	27.00667	25.56729	25.81741	25.8495	25.72931	25.33129	25.23301	26.98033	27.06589	26.32461	25.75949	25.78269	25.91518	25.74401	25.41658	25.41555	NaN	26.75149	26.95527	25.49756	25.75371	25.76762	25.681	25.1859	25.28217	5	5	5	47.6	47.6	47.6	8.8653	0	39.013	1530400000	119	P38711;P35997	P38711;P35997	40S ribosomal protein S27-B;40S ribosomal protein S27-A	RPS27B;RPS27A
25.95912	26.05292	25.98427	24.75159	25.03171	24.98072	24.79223	24.48879	24.64834	25.83699	26.02003	26.13987	24.89929	24.90316	25.01376	24.93683	24.59923	24.68694	25.78342	25.81863	26.08627	24.93903	25.0068	25.00565	24.71424	24.69078	24.55057	16	16	14	28.6	28.6	26.2	46.52	0	113.41	941390000	199	P36008	P36008	Elongation factor 1-gamma 2	TEF4
20.65779	19.90272	19.72442	21.30168	21.33762	21.03819	20.94242	20.99521	20.94457	NaN	19.59509	19.34147	21.14843	21.13094	21.19232	20.97652	21.07267	20.8659	NaN	20.25234	19.65155	20.72858	21.13283	21.00168	20.73975	21.09995	20.88166	7	7	7	52.3	52.3	52.3	17.166	0	51.871	41537000	80	P36010	P36010	Nucleoside diphosphate kinase	YNK1
NaN	NaN	NaN	19.24781	19.09053	19.45647	19.61454	19.9502	19.64109	NaN	NaN	NaN	18.93148	18.91614	19.18507	19.56018	19.84459	19.63895	NaN	NaN	NaN	18.89956	18.82043	19.28904	19.60928	19.62888	19.91781	7	7	7	15.4	15.4	15.4	74.375	0	16.658	12282000	33	P36013	P36013	NAD-dependent malic enzyme, mitochondrial	MAE1
21.70818	21.47724	21.7999	21.21786	21.0941	21.08667	21.00895	21.41028	21.52401	21.78616	21.44005	21.91441	20.92955	21.12041	21.1342	21.24383	21.32564	21.23795	NaN	21.5092	21.41338	20.99217	21.20574	21.1107	21.29047	21.31595	21.18507	9	9	9	44	44	44	22.707	0	50.037	56974000	92	P36015	P36015	Synaptobrevin homolog YKT6	YKT6
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.27867	NaN	NaN	NaN	NaN	3	3	3	4.3	4.3	4.3	99.57	0.00085106	5.5453	2332500	9	P36016	P36016	Heat shock protein 70 homolog LHS1	LHS1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.18621	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	2	2	15.7	10.5	10.5	23.081	0	9.3217	2223700	14	P36017	P36017	Vacuolar protein sorting-associated protein 21	VPS21
NaN	NaN	NaN	19.39868	19.39046	19.47312	19.4706	19.90689	19.52283	NaN	NaN	NaN	19.63612	19.21115	19.33529	19.49015	19.89983	19.70127	NaN	NaN	NaN	19.30399	19.49752	19.38098	19.37838	19.67549	19.73589	5	5	4	29.5	29.5	24.8	26.132	0	11.661	15246000	23	P36018;P36019	P36018	GTP-binding protein YPT52	YPT52
NaN	15.94492	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	3.6	3.6	3.6	69.761	0.00083333	5.3012	409670	7	P36041	P36041	Protein EAP1	EAP1
NaN	NaN	NaN	18.60545	18.78523	18.74419	NaN	18.48888	18.74862	NaN	NaN	NaN	18.42476	18.48113	18.64864	18.33276	NaN	NaN	NaN	NaN	NaN	18.75844	18.66803	18.34443	NaN	NaN	18.26238	4	4	4	12.9	12.9	12.9	44.536	0	15.611	9182400	23	P36046	P36046	Mitochondrial intermembrane space import and assembly protein 40	MIA40
NaN	19.70616	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.55847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.53733	NaN	NaN	NaN	NaN	NaN	NaN	3	3	3	8	8	8	38.887	0.0008658	5.7581	3569300	3	P36047	P36047	Protein phosphatase 1 regulatory subunit SDS22	SDS22
NaN	19.87563	20.26236	19.98315	20.18713	20.03926	20.12616	20.45643	20.62114	NaN	19.83112	20.07549	20.03926	20.21691	20.01018	20.09326	20.51046	20.31385	NaN	20.13031	20.03738	20.4867	20.22317	19.84414	20.30106	19.99811	20.07966	6	6	6	17.1	17.1	17.1	49.734	0	75.709	26553000	63	P36049	P36049	rRNA-processing protein EBP2	EBP2
NaN	NaN	NaN	17.65494	17.66129	17.57459	17.73952	17.88596	17.65906	NaN	NaN	NaN	17.31999	17.45177	17.56674	17.92712	17.92636	17.8502	NaN	NaN	NaN	17.33071	17.51491	17.60531	17.53435	18.04644	18.01618	4	4	4	4.8	4.8	4.8	105.69	0	10.064	3292000	28	P36051	P36051	GPI ethanolamine phosphate transferase 1	MCD4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.68195	NaN	NaN	NaN	3	3	3	9.8	9.8	9.8	37.357	0.0008726	5.9119	5303000	7	P36059	P36059	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.2144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	3	3	10.9	10.9	10.9	34.137	0.00090909	6.6266	5761600	14	P36060	P36060	NADH-cytochrome b5 reductase 2;NADH-cytochrome b5 reductase p34 form;NADH-cytochrome b5 reductase p32 form	MCR1
NaN	NaN	NaN	NaN	18.1318	18.2321	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.02432	NaN	NaN	NaN	NaN	NaN	NaN	18.08031	NaN	18.48334	NaN	NaN	NaN	2	2	2	5.1	5.1	5.1	46.036	0.0022239	3.9155	3750300	7	P36081	P36081	Uncharacterized protein YKL077W	YKL077W
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.60687	NaN	NaN	NaN	NaN	NaN	2	2	2	7.2	7.2	7.2	50.265	0.0070373	3.3247	135230	2	P36101	P36101	tRNA threonylcarbamoyladenosine dehydratase 2	TCD2
25.29758	25.26853	25.02504	24.58193	24.77379	24.80435	25.15592	23.37888	24.47883	25.18113	25.72977	24.44164	24.85524	24.75159	24.63157	24.41577	23.90113	24.70166	24.60524	24.53095	24.66731	24.51695	24.47104	24.81157	24.43638	23.5643	24.07112	7	7	1	37	37	6.5	15.167	0	20.949	648730000	70	P36105	P36105	60S ribosomal protein L14-A	RPL14A
