Raw file	Experiment	Fraction	Enzyme	Enzyme mode	Enzyme first search	Enzyme mode first search	Use enzyme first search	Variable modifications	Multi modifications	Variable modifications first search	Use variable modifications first search	Requantify	Multiplicity	Max. missed cleavages	Labels0	LC-MS run type	Time-dependent recalibration	MS	MS/MS	MS3	MS/MS Submitted	MS/MS Submitted (SIL)	MS/MS Submitted (ISO)	MS/MS Submitted (PEAK)	MS/MS Identified	MS/MS Identified (SIL)	MS/MS Identified (ISO)	MS/MS Identified (PEAK)	MS/MS Identified [%]	MS/MS Identified (SIL) [%]	MS/MS Identified (ISO) [%]	MS/MS Identified (PEAK) [%]	Peptide Sequences Identified	Peaks	Peaks Sequenced	Peaks Sequenced [%]	Peaks Repeatedly Sequenced	Peaks Repeatedly Sequenced [%]	Isotope Patterns	Isotope Patterns Sequenced	Isotope Patterns Sequenced (z>1)	Isotope Patterns Sequenced [%]	Isotope Patterns Sequenced (z>1) [%]	Isotope Patterns Repeatedly Sequenced	Isotope Patterns Repeatedly Sequenced [%]	Recalibrated	Av. Absolute Mass Deviation [ppm]	Mass Standard Deviation [ppm]	Av. Absolute Mass Deviation [mDa]	Mass Standard Deviation [mDa]	Label free norm param
20160802_QEp2_SoDo_SA_LC12-13_MV4-frac3	MV4	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9810	80905	0	98709	63101	0	35608	8456	8130	0	326	8.57	12.88	NaN	0.92	4829	917816	65977	7.19	8626	13.07	122269	45215	44548	36.98	38.7	12967	28.68	+	0.63901	0.89101	0.42372	0.65367	
20160802_QEp2_SoDo_SA_LC12-13_MV4-frac4	MV4	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9340	82890	0	100577	65203	0	35374	7836	7542	0	294	7.79	11.57	NaN	0.83	4357	953551	67767	7.11	8881	13.11	127336	47022	46349	36.93	38.89	13267	28.21	+	0.66086	0.90448	0.43025	0.63779	
20160802_QEp2_SoDo_SA_LC12-13_MV4-frac5	MV4	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9706	81874	0	100954	62794	0	38160	7817	7500	0	317	7.74	11.94	NaN	0.83	4192	912199	66257	7.26	8787	13.26	120392	44895	44162	37.29	39.36	12836	28.59	+	0.67558	0.92922	0.43781	0.64514	
20160802_QEp2_SoDo_SA_LC12-13_MV4-frac6	MV4	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10156	79557	0	98013	61101	0	36912	7786	7604	0	182	7.94	12.44	NaN	0.49	4190	902937	64087	7.1	8608	13.43	114764	43216	42524	37.66	39.82	12706	29.4	+	0.6804	0.93854	0.4445	0.66382	
20160802_QEp2_SoDo_SA_LC12-13_MV4-frac7	MV4	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10749	77828	0	97143	58511	0	38632	7280	7000	0	280	7.49	11.96	NaN	0.72	3919	882842	62205	7.05	8721	14.02	112298	41083	40473	36.58	38.44	12198	29.69	+	0.65116	0.90818	0.43098	0.65838	
20160802_QEp2_SoDo_SA_LC12-13_MV4-frac8	MV4	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10506	78588	0	98391	58785	0	39606	7171	6988	0	183	7.29	11.89	NaN	0.46	3913	813359	62947	7.74	8595	13.65	106663	41404	40762	38.82	40.7	12134	29.31	+	0.65396	0.89531	0.42231	0.6261	
20160802_QEp2_SoDo_SA_LC12-13_MV8	MV8	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10020	86956	0	107981	65931	0	42050	12827	12148	0	679	11.88	18.43	NaN	1.61	6850	865291	68318	7.9	10324	15.11	112967	44799	44187	39.66	41.56	14473	32.31	+	0.59701	0.84934	0.393	0.60441	
20160802_QEp2_SoDo_SA_LC12-13_MV8-frac1	MV8	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10885	80892	0	103476	58308	0	45168	8361	7942	0	419	8.08	13.62	NaN	0.93	4230	748861	61918	8.27	9881	15.96	94560	38621	38077	40.84	42.73	13065	33.83	+	0.6301	0.87148	0.40831	0.61544	
20160802_QEp2_SoDo_SA_LC12-13_MV8-frac2	MV8	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10651	81209	0	103515	58903	0	44612	7659	7288	0	371	7.4	12.37	NaN	0.83	4176	878127	62394	7.11	10113	16.21	104978	38791	38171	36.95	38.91	13292	34.27	+	0.67378	0.92985	0.43667	0.65863	
20160802_QEp2_SoDo_SA_LC12-13_MV8-frac3	MV8	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10456	82939	0	105654	60224	0	45430	7902	7501	0	401	7.48	12.46	NaN	0.88	4186	884522	63813	7.21	10233	16.04	106382	39608	38956	37.23	39.3	13586	34.3	+	0.65405	0.91009	0.43791	0.67834	
20160802_QEp2_SoDo_SA_LC12-13_MV8-frac4	MV8	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9611	84131	0	105426	62836	0	42590	8050	7741	0	309	7.64	12.32	NaN	0.73	4182	839929	65118	7.75	10651	16.36	104200	41588	40792	39.91	41.94	14144	34.01	+	0.65358	0.90558	0.42226	0.63935	
20160802_QEp2_SoDo_SA_LC12-13_MV8-frac5	MV8	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9942	82943	0	104676	61210	0	43466	8133	7807	0	326	7.77	12.75	NaN	0.75	4026	836406	64070	7.66	10314	16.1	103428	40619	39934	39.27	41.46	13644	33.59	+	0.64298	0.88629	0.42273	0.63975	
20160802_QEp2_SoDo_SA_LC12-13_MV8-frac6	MV8	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10463	81419	0	103362	59476	0	43886	7954	7639	0	315	7.7	12.84	NaN	0.72	3889	818607	62378	7.62	10313	16.53	99098	39068	38422	39.42	41.59	13681	35.02	+	0.6587	0.91499	0.43521	0.6655	
20160802_QEp2_SoDo_SA_LC12-13_MV8-frac7	MV8	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10862	80402	0	102366	58438	0	43928	7801	7388	0	413	7.62	12.64	NaN	0.94	3881	792096	62079	7.84	9945	16.02	98984	38879	38224	39.28	41.1	13208	33.97	+	0.64567	0.89783	0.43391	0.66625	
20160802_QEp2_SoDo_SA_LC12-13_MV8-frac8	MV8	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10694	81256	0	103321	59191	0	44130	7863	7550	0	313	7.61	12.76	NaN	0.71	3971	775056	62783	8.1	9931	15.82	96393	39404	38844	40.88	42.73	13243	33.61	+	0.62349	0.86527	0.39948	0.61003	
20160802_QEp2_SoDo_SA_LC12-13_PA3	PA3	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		8385	85337	0	98373	72301	0	26072	22634	22013	0	621	23.01	30.45	NaN	2.38	14338	689364	69845	10.13	10428	14.93	109465	51554	50267	47.1	52.26	15114	29.32	+	0.68174	0.96062	0.51035	0.77284	
20160802_QEp2_SoDo_SA_LC12-13_PA3-frac1	PA3	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10055	79244	0	96519	61969	0	34550	15699	15142	0	557	16.27	24.43	NaN	1.61	8649	629667	61711	9.8	10434	16.91	89153	41727	40713	46.8	51.46	14019	33.6	+	0.64273	0.90065	0.47272	0.70536	
20160802_QEp2_SoDo_SA_LC12-13_PA3-frac2	PA3	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9684	79146	0	95110	63182	0	31928	15657	15079	0	578	16.46	23.87	NaN	1.81	9383	629890	62604	9.94	10063	16.07	92682	43640	42221	47.09	53.17	13690	31.37	+	0.65965	0.93452	0.49405	0.75437	
20160802_QEp2_SoDo_SA_LC12-13_PA3-frac3	PA3	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9618	78889	0	94025	63753	0	30272	16946	16379	0	567	18.02	25.69	NaN	1.87	10108	641658	63134	9.84	9880	15.65	95998	44577	43172	46.44	52.3	13699	30.73	+	0.66994	0.94637	0.51264	0.78022	
20160802_QEp2_SoDo_SA_LC12-13_PA3-frac4	PA3	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9768	77954	0	92953	62955	0	29998	14357	13932	0	425	15.45	22.13	NaN	1.42	8503	648324	61888	9.55	9895	15.99	95656	43662	42071	45.64	51.59	13411	30.72	+	0.65273	0.91618	0.49211	0.74783	
20160802_QEp2_SoDo_SA_LC12-13_PA3-frac5	PA3	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10221	76753	0	92087	61417	0	30670	15226	14848	0	378	16.53	24.18	NaN	1.23	8594	624921	60705	9.71	9820	16.18	88865	41866	40704	47.11	52.24	13658	32.62	+	0.67057	0.94446	0.50877	0.77416	
20160802_QEp2_SoDo_SA_LC12-13_PA3-frac6	PA3	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10867	76442	0	93650	59230	0	34420	15740	14898	0	842	16.81	25.15	NaN	2.45	8968	589975	59403	10.07	9948	16.75	82114	39792	38883	48.46	52.53	13352	33.55	+	0.65107	0.9232	0.47412	0.72773	
20160802_QEp2_SoDo_SA_LC12-13_PA3-frac7_160815151047	PA3	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11085	75131	0	90871	59391	0	31480	16272	15586	0	686	17.91	26.24	NaN	2.18	9065	610647	59105	9.68	9609	16.26	85476	40398	39538	47.26	51.38	13160	32.58	+	0.67174	0.94376	0.49882	0.75762	
20160802_QEp2_SoDo_SA_LC12-13_PA3-frac8	PA3	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9738	79685	0	95670	63698	0	31972	15248	14701	0	547	15.94	23.08	NaN	1.71	8690	653012	63067	9.66	10251	16.25	93949	43642	42480	46.45	51.14	14068	32.24	+	0.66097	0.92835	0.48832	0.74427	
20160802_QEp2_SoDo_SA_LC12-13_PA4	PA4	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		8490	85994	0	98294	73694	0	24600	24954	24240	0	714	25.39	32.89	NaN	2.9	15816	708748	71063	10.03	10062	14.16	117657	54163	52935	46.03	51.19	14454	26.69	+	0.68319	0.96767	0.49999	0.76051	
20160802_QEp2_SoDo_SA_LC12-13_PA8-frac1	PA8	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12280	65659	0	84565	46707	0	37858	2802	2649	0	153	3.31	5.67	NaN	0.4	1793	855673	48853	5.71	7843	16.05	78783	31962	31233	40.57	44.52	10120	31.66	+	0.65123	0.85975	0.42353	0.59088	
20160802_QEp2_SoDo_SA_LC12-13_PA8-frac2	PA8	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		8707	84601	0	99839	69363	0	30476	15057	14489	0	568	15.08	20.89	NaN	1.86	9279	684700	68557	10.01	10053	14.66	109372	49995	48434	45.71	50.94	14020	28.04	+	0.6754	0.95354	0.48237	0.73575	
20160802_QEp2_SoDo_SA_LC12-13_PA8-frac3	PA8	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		8839	84014	0	98825	69203	0	29622	15282	14723	0	559	15.46	21.28	NaN	1.89	9624	697248	68165	9.78	9957	14.61	111435	50057	48534	44.92	50.11	13856	27.68	+	0.662	0.93558	0.47735	0.73054	
20160802_QEp2_SoDo_SA_LC12-13_PV3	PV3	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9594	85825	0	104539	67111	0	37428	17039	16215	0	824	16.3	24.16	NaN	2.2	8663	881690	68773	7.8	9662	14.05	121056	47373	46700	39.13	41.16	13612	28.73	+	0.60501	0.85497	0.40088	0.60887	
20160802_QEp2_SoDo_SA_LC12-13_PV4	PV4	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10739	84612	0	106215	63009	0	43206	19705	18237	0	1468	18.55	28.94	NaN	3.4	9761	808341	64800	8.02	10762	16.61	101515	41768	41055	41.14	43.78	13864	33.19	+	0.64779	0.91506	0.45145	0.6825	
20160802_QEp2_SoDo_SA_LC12-13_PV8	PV8match	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		13739	60290	0	82481	37933	0	44548	795	786	0	9	0.96	2.07	NaN	0.02	374	806173	40864	5.07	9192	22.49	54129	20729	20357	38.3	40.91	9371	45.21	+	0.50268	0.67842	0.34527	0.48564	
20160802_QEp2_SoDo_SA_LC12-13_PV8_160906144054	PV8	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9270	80698	0	100456	60936	0	39520	10585	10134	0	451	10.54	16.63	NaN	1.14	5795	720423	58875	8.17	12259	20.82	84823	36946	36253	43.56	46.43	14416	39.02	+	0.67836	0.95092	0.44722	0.66742	
20160802_QEp2_SoDo_SA_LC12-13_PV44	PVe4	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		8984	81369	0	96294	66436	0	29858	14307	13968	0	339	14.86	21.02	NaN	1.14	9394	752535	64807	8.61	10085	15.56	111682	46795	45582	41.9	47.54	13763	29.41	+	0.68549	0.95453	0.46678	0.68614	
20160802_QEp2_SoDo_SA_LC12-13_PVe3	PVe3	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		8450	85662	0	99705	71619	0	28086	22516	21696	0	820	22.58	30.29	NaN	2.92	13871	760920	69441	9.13	10113	14.56	125177	52154	50592	41.66	48.76	13815	26.49	+	0.68858	0.96896	0.47846	0.71629	
20160802_QEp2_SoDo_SA_LC12-13_PVe3-frac1	PVe3	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10040	79205	0	96141	62267	0	33874	16158	15195	0	963	16.81	24.4	NaN	2.84	8569	695074	61926	8.91	9870	15.94	103682	43194	41962	41.66	48.6	13012	30.12	+	0.65656	0.92141	0.45854	0.68982	
20160802_QEp2_SoDo_SA_LC12-13_PVe3-frac2	PVe3	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9607	80823	0	96547	65097	0	31450	17927	17203	0	724	18.57	26.43	NaN	2.3	10037	699352	64098	9.17	9750	15.21	108265	46097	44721	42.58	49.89	13268	28.78	+	0.65128	0.91783	0.45812	0.68849	
20160802_QEp2_SoDo_SA_LC12-13_PVe3-frac3	PVe3	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9258	82397	0	98109	66685	0	31424	19648	18826	0	822	20.03	28.23	NaN	2.62	10723	702501	65303	9.3	10252	15.7	108771	46808	45429	43.03	49.3	13769	29.42	+	0.67876	0.96148	0.48232	0.72908	
20160802_QEp2_SoDo_SA_LC12-13_PVe3-frac4	PVe3	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		16423	52978	0	65627	40327	0	25300	10317	9966	0	351	15.72	24.71	NaN	1.39	6383	895358	41810	4.67	6079	14.54	85556	29389	28086	34.35	42.99	7393	25.16	+	0.68336	0.96355	0.48555	0.73542	
20160802_QEp2_SoDo_SA_LC12-13_PVe3-frac5	PVe3	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9437	79710	0	94921	64487	0	30434	12885	12469	0	416	13.57	19.34	NaN	1.37	7752	702790	62605	8.91	10055	16.06	103513	44584	43286	43.07	49.35	13492	30.26	+	0.68386	0.94252	0.46913	0.68874	
20160802_QEp2_SoDo_SA_LC12-13_PVe3-frac6	PVe3	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10169	78795	0	95744	61846	0	33898	15953	15208	0	745	16.66	24.59	NaN	2.2	8781	673737	61606	9.14	9716	15.77	99301	42641	41378	42.94	50.04	12783	29.98	+	0.67888	0.953	0.47598	0.71954	
20160802_QEp2_SoDo_SA_LC12-13_PVe3-frac7	PVe3	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10656	75694	0	90867	60517	0	30350	15226	14549	0	677	16.76	24.04	NaN	2.23	8527	709123	59540	8.4	9349	15.7	102209	41981	40754	41.07	48.76	12390	29.51	+	0.66236	0.93132	0.46216	0.69605	
20160802_QEp2_SoDo_SA_LC12-13_PVe3-frac8	PVe3	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9963	79670	0	95871	63469	0	32402	16368	15574	0	794	17.07	24.54	NaN	2.45	9062	708542	62925	8.88	9775	15.53	104638	44328	43140	42.36	48.58	12948	29.21	+	0.66879	0.94079	0.46797	0.70597	
20160802_QEp2_SoDo_SA_LC12-13_PVe4-frac1_160821130035	PVe4	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11545	70619	0	87985	53247	0	34738	8284	7850	0	434	9.42	14.74	NaN	1.25	4905	791163	54095	6.84	9109	16.84	94210	35910	34887	38.12	43.58	11480	31.97	+	0.66706	0.91528	0.45005	0.6537	
20160802_QEp2_SoDo_SA_LC12-13_PVe4-frac2_160821145423	PVe4	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11401	71764	0	88636	54890	0	33746	10587	10183	0	404	11.94	18.55	NaN	1.2	6358	798769	55076	6.9	9172	16.65	96512	37472	36204	38.83	45.13	11597	30.95	+	0.67487	0.93797	0.46616	0.69371	
20160802_QEp2_SoDo_SA_LC12-13_PVe4-frac4_160909200947	PVe4	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9337	77581	0	92638	62466	0	30172	2478	2452	0	26	2.67	3.93	NaN	0.09	1902	755484	61418	8.13	9880	16.09	95115	43634	42487	45.87	50.33	13582	31.13	+	0.72995	0.95602	0.47625	0.65471	
20160802_QEp2_SoDo_SA_LC12-13_PVe4-frac6	PVe4	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10605	74427	0	93546	55292	0	38254	7907	7641	0	266	8.45	13.82	NaN	0.7	4714	705069	55792	7.91	9792	17.55	85607	35987	34943	42.04	47.8	12188	33.87	+	0.65597	0.90338	0.4388	0.64656	
20160802_QEp2_SoDo_SA_LC12-13_PVe4-frac7	PVe4	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11096	74875	0	92462	57288	0	35174	13321	12614	0	707	14.41	22.02	NaN	2.01	7539	661049	58475	8.85	9165	15.67	90616	39179	38190	43.24	48.65	12231	31.22	+	0.65365	0.92734	0.45428	0.68808	
20160802_QEp2_SoDo_SA_LC12-13_PVe4-frac8	PVe4	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10136	78721	0	97082	60360	0	36722	12699	12045	0	654	13.08	19.96	NaN	1.78	7340	720515	61490	8.53	9798	15.93	98573	41410	40268	42.01	47.18	12818	30.95	+	0.64604	0.90141	0.44111	0.65593	
20160802_QEp2_SoDo_SA_LC12-13_PVe8_160909221423	PVe8	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10093	82596	0	100161	65031	0	35130	17379	16584	0	795	17.35	25.5	NaN	2.26	10360	659046	66370	10.07	9294	14	100277	46384	45627	46.26	49.34	13158	28.37	+	0.66635	0.93142	0.45813	0.67521	
20160802_QEp2_SoDo_SA_LC12-13_PVe8-frac1_160910001937	PVe8	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11730	75154	0	94101	56207	0	37894	11971	11335	0	636	12.72	20.17	NaN	1.68	6754	629944	58788	9.33	8664	14.74	89219	39067	38399	43.79	46.92	11684	29.91	+	0.65442	0.9213	0.44606	0.66265	
20160802_QEp2_SoDo_SA_LC12-13_PVe8-frac2_160910022512	PVe8	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10892	79748	0	98317	61179	0	37138	13866	13106	0	760	14.1	21.42	NaN	2.05	8169	689196	63203	9.17	9118	14.43	99424	43600	42814	43.85	46.86	12386	28.41	+	0.67969	0.94859	0.46109	0.67905	
20160802_QEp2_SoDo_SA_LC12-13_PVe8-frac3_160910043042	PVe8	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10568	80342	0	96842	63842	0	33000	14848	14114	0	734	15.33	22.11	NaN	2.22	8819	691194	64760	9.37	9133	14.1	103326	45738	45027	44.27	47.09	12931	28.27	+	0.65006	0.91723	0.45626	0.68314	
20160802_QEp2_SoDo_SA_LC12-13_PVe8-frac4_160910063612	PVe8	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10511	79795	0	96279	63311	0	32968	13602	13000	0	602	14.13	20.53	NaN	1.83	7927	688391	63618	9.24	9462	14.87	101065	44816	43987	44.34	47.45	12981	28.97	+	0.67572	0.93717	0.46983	0.69116	
20160802_QEp2_SoDo_SA_LC12-13_PVe8-frac5_160910084211	PVe8	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10528	79911	0	97276	62546	0	34730	13871	13321	0	550	14.26	21.3	NaN	1.58	7913	648178	63660	9.82	9366	14.71	97097	44219	43414	45.54	49.03	12904	29.18	+	0.68592	0.94922	0.4808	0.71293	
20160802_QEp2_SoDo_SA_LC12-13_PVe8-frac6_160910104836	PVe8	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11108	78316	0	96851	59781	0	37070	12989	12193	0	796	13.41	20.4	NaN	2.15	7451	637320	61828	9.7	9084	14.69	92250	41821	41005	45.33	48.61	12366	29.57	+	0.66265	0.926	0.44749	0.66331	
20160802_QEp2_SoDo_SA_LC12-13_PVe8-frac7	PVe8	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12673	71950	0	90318	53582	0	36736	11320	10655	0	665	12.53	19.89	NaN	1.81	6249	608326	56433	9.28	8365	14.82	85315	37167	36523	43.56	46.84	11077	29.8	+	0.66698	0.92747	0.45775	0.68108	
20160802_QEp2_SoDo_SA_LC12-13_PVe8-frac8	PVe8	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11639	76218	0	94177	58259	0	35918	12405	11777	0	628	13.17	20.21	NaN	1.75	7072	652448	60390	9.26	8772	14.53	91829	40826	40185	44.46	47.31	12025	29.45	+	0.65036	0.90821	0.44387	0.65423	
20160802_QEp2_SoDo_SA_LC12-13_SepA3	SepA3	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11088	85331	0	105052	65610	0	39442	29852	27703	0	2149	28.42	42.22	NaN	5.45	14542	758535	63656	8.39	12633	19.85	94158	41595	40473	44.18	48.41	15429	37.09	+	0.69687	0.98283	0.51337	0.77169	
20160802_QEp2_SoDo_SA_LC12-13_SepA3-frac1	SepA3	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11029	78999	0	97202	60796	0	36406	19483	18292	0	1191	20.04	30.09	NaN	3.27	9030	709260	58822	8.29	11892	20.22	86212	38261	36898	44.38	49.27	14438	37.74	+	0.71494	1.0012	0.52269	0.78648	
20160802_QEp2_SoDo_SA_LC12-13_SepA3-frac2	SepA3	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10989	79623	0	98502	60744	0	37758	18906	17706	0	1200	19.19	29.15	NaN	3.18	8698	723383	59236	8.19	12031	20.31	87589	38267	36893	43.69	48.34	14560	38.05	+	0.71214	0.99843	0.52002	0.78094	
20160802_QEp2_SoDo_SA_LC12-13_SepA3-frac3	SepA3	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11569	78362	0	97793	58931	0	38862	18347	17052	0	1295	18.76	28.94	NaN	3.33	8325	704246	57637	8.18	11979	20.78	83198	36519	35117	43.89	48.67	14233	38.97	+	0.68962	0.95993	0.50332	0.75877	
20160802_QEp2_SoDo_SA_LC12-13_SepA3-frac4	SepA3	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11036	79810	0	98819	60801	0	38018	18933	17656	0	1277	19.16	29.04	NaN	3.36	8604	720673	58672	8.14	12391	21.12	86461	37596	36135	43.48	48.11	14653	38.97	+	0.68411	0.95257	0.49946	0.74498	
20160802_QEp2_SoDo_SA_LC12-13_SepA3-frac5	SepA3	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10794	79998	0	98568	61428	0	37140	18323	17273	0	1050	18.59	28.12	NaN	2.83	8551	709215	58964	8.31	12363	20.97	86817	38197	36696	44	48.79	14754	38.63	+	0.69956	0.97339	0.51006	0.7663	
20160802_QEp2_SoDo_SA_LC12-13_SepA3-frac6	SepA3	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10960	78840	0	97933	59745	0	38188	17460	16432	0	1028	17.83	27.5	NaN	2.69	8147	706449	58074	8.22	11992	20.65	84773	37153	35777	43.83	48.67	14309	38.51	+	0.69587	0.97729	0.50067	0.75307	
20160802_QEp2_SoDo_SA_LC12-13_SepA3-frac7	SepA3	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10941	78031	0	96143	59917	0	36226	16863	15991	0	872	17.54	26.69	NaN	2.41	8151	708728	57794	8.15	11983	20.73	84689	37582	36167	44.38	49.53	14381	38.27	+	0.68555	0.95746	0.49361	0.73991	
20160802_QEp2_SoDo_SA_LC12-13_SepA3-frac8_160809122709	SepA3	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9580	78991	0	93380	64596	0	28784	11034	10921	0	113	11.82	16.91	NaN	0.39	6911	774175	62917	8.13	10087	16.03	107105	45990	44517	42.94	48.37	13277	28.87	+	0.6737	0.95443	0.46318	0.69963	
20160802_QEp2_SoDo_SA_LC12-13_SepA4_160809152818	SepA4	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10545	81520	0	102428	60612	0	41816	24660	23260	0	1400	24.08	38.38	NaN	3.35	13198	805252	62103	7.71	10581	17.04	105441	42238	40954	40.06	45.11	11844	28.04	+	0.66831	0.94668	0.44002	0.65368	
