Gene names	Protein IDs	Majority protein IDs	Protein names	RA3	RA4	RA8	LA3	LA4	LA8	SepA3	SepA4	SepA8	RV3	RV4	RV8	LV3	LV4	LV8	SepV3	SepV4	SepV8
NOP2	P46087;P46087-4;A0A087WV73;P46087-2;P46087-3;F5GWB7;F5H709;F5H5X6;F5GYR3;F5H359;F5H8G6	P46087;P46087-4;A0A087WV73;P46087-2;P46087-3	Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase	23.7627364461714	23.2172371073037	22.7610122506908	22.6249328576823	22.7527481341476	22.3378331099349	24.285103590797	17.4909918559465	21.2660224316479	NA	23.6740060147004	23.6775587896274	20.3372342440816	17.9214923056239	NA	23.2562351840185	22.40553726724	24.2885574611166
ATRX	P46100;P46100-4;P46100-3;P46100-5;P46100-2;P46100-6;A0A096LNL9;A0A096LNW1;A0A096LNN3;A0A087WWG0;H0Y3T0;A0A096LNL6;A0A096LNX6;A0A096LPG6;A0A096LNR8;A0A096LNL7;A0A096LP59	P46100;P46100-4;P46100-3;P46100-5;P46100-2	Transcriptional regulator ATRX	23.8131353091343	24.842924601703	26.3655128140773	24.5758286571673	25.8899240787895	24.6411349231642	23.3318332353327	24.7369126225373	23.8858579538081	24.9029281823011	25.0551933845328	24.9606680266329	24.9042612233284	24.2037410979683	24.4314144564074	24.5810115844117	NA	24.3483407677533
CRK	P46108;P46108-2;I3L297	P46108;P46108-2	Adapter molecule crk	28.0747476740871	28.0319680984114	27.5552306213509	27.8311067619111	27.7021333612959	28.1662902166783	27.8375571986383	27.7485521925796	27.0363245562864	27.6731703807374	27.2515115934812	26.7189487916205	27.0525839702855	27.5339333955357	28.0459876536372	28.0829910866329	27.2570089545068	27.9486553426869
CRKL	P46109	P46109	Crk-like protein	28.8933944440727	29.1271622395638	28.8192156841637	28.7701737353015	29.271262717104	28.7242938026299	28.3697782372875	28.6714504173025	28.5172447269879	28.5415598645369	28.300686027924	29.2804737304926	28.9502416853784	28.5562909292204	28.9155597106396	28.8649346551425	28.6654651745717	28.3511917279471
MTIF2	P46199;H7C213	P46199	Translation initiation factor IF-2, mitochondrial	28.9945051513015	29.1510033344365	29.363859907572	29.0134514062228	29.2163232797419	29.4526585776593	28.100892322564	28.5245114065407	28.4963658878321	29.1572339320106	29.7957392343349	28.5467567789069	28.9599719611898	29.3169564630783	28.5060864123138	29.2670929142392	28.6212870570076	28.5838757917922
GSTM5	P46439;Q5T8R1;Q5T8Q9	P46439;Q5T8R1;Q5T8Q9	Glutathione S-transferase Mu 5	23.3597109603025	23.9425273913964	24.6040504864625	24.3184484766263	24.6242747269524	24.9150638637387	23.432752911402	24.1379773675726	NA	23.7691082037036	NA	23.3587724476272	NA	NA	23.067382495114	NA	NA	25.3753409620879
CDKN1B	P46527;E7ES52;H7C2T1	P46527;E7ES52	Cyclin-dependent kinase inhibitor 1B	23.6533786742382	23.0655265794247	24.0053031293452	21.9277041891739	21.8580994092186	21.8813275929041	22.8204189510915	21.2685374315637	22.2863592185552	NA	23.9739502563012	NA	NA	24.0025588949501	21.9508790707379	NA	24.8949964523323	25.1930617747176
NOTCH1	P46531	P46531	Neurogenic locus notch homolog protein 1;Notch 1 extracellular truncation;Notch 1 intracellular domain	23.8466113606962	22.2057109330358	NA	23.3543397886446	23.2472507206621	21.2475984278438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAP2K3	P46734;P46734-2;P46734-3;E9PRZ0;J3QR49;J3KRV4;K7ELM6	P46734;P46734-2;P46734-3	Dual specificity mitogen-activated protein kinase kinase 3	27.7804418472591	27.7039161376093	26.590351303337	27.6343646136551	27.9112509830394	27.4476625327414	26.1604642015038	27.0577567798463	26.8548366222096	26.8318316128931	27.8687363806161	27.262216597227	26.8604126060367	27.1051957412978	26.8574493403174	26.9698291444995	26.2728605463827	26.2509697361825
BRCC3	P46736;P46736-2;P46736-3;H9KVA9;A0A087WZR3;A0A0D9SF50;X6RJS7;P46736-5;P46736-4;A0A0A0MS96	P46736;P46736-2;P46736-3;H9KVA9;A0A087WZR3;A0A0D9SF50;X6RJS7;P46736-5;P46736-4	Lys-63-specific deubiquitinase BRCC36	26.0804213471479	26.1581926950658	26.4924516246558	26.1030356285373	26.9583686286679	28.5002087647434	26.7162034148817	25.2240558609449	26.66329489204	26.8045204204543	26.0565790105073	26.7328565861031	25.6664407375803	24.9978300115929	26.0067588834794	25.6420168672047	25.9634048353518	25.4806524119813
RPL5	P46777;Q5T7N0;R4GNJ2	P46777	60S ribosomal protein L5	30.2463783674683	30.8797897717533	30.6072610251265	30.3903852721146	30.6950299414105	30.5333393577319	29.8146089164236	30.3267813560735	30.3193705109804	30.2102503268835	30.8407116166641	29.5142939104716	30.3810267726969	30.4808719378377	30.3082366311818	30.2291727020089	29.1630777801912	30.0457013039019
RPL21	P46778;G3V1B3;M0R181	P46778;G3V1B3;M0R181	60S ribosomal protein L21	27.811151818937	28.5841626170206	27.9560988035032	28.5056322228279	28.5933110445566	27.7323390737521	28.0449982044032	27.9112509830394	28.283700298158	29.2355775739753	29.2471257429212	28.0970283393798	28.1100342424694	27.6170882908283	28.1094365438422	27.5661618377699	27.8151282945874	27.6346415756527
RPL28	P46779;H0YKD8;P46779-2;P46779-3;H0YMF4;P46779-4;P46779-5;H0YLP6	P46779;H0YKD8;P46779-2;P46779-3;H0YMF4;P46779-4;P46779-5;H0YLP6	60S ribosomal protein L28	28.8391502907374	28.7925313671823	28.7469838890895	28.5764703340284	28.8710008622027	29.1299890540562	28.8987371768568	29.0507690962415	28.1872109213436	28.2482573927611	28.5269006549226	28.7276730898563	28.1309464565535	28.751939027221	28.2537220677025	28.8382186957196	28.8702366294506	29.2255229516673
RPS9	P46781;B5MCT8;C9JM19;F2Z3C0;A8MXK4	P46781;B5MCT8;C9JM19	40S ribosomal protein S9	30.1467375126165	29.8657901799498	30.0077160973467	30.3135440478815	30.5523382373236	30.318939727149	30.1229979746052	30.1663860004415	30.8967034951011	30.3754445407246	30.2996384458563	29.7613230116451	30.0267018211971	29.5254078384396	30.4132671096971	30.2898900992614	30.7329535990056	30.4043609317394
RPS10	P46783;F6U211;Q9NQ39	P46783;F6U211	40S ribosomal protein S10	26.7347956057591	25.46656393483	25.4348218849976	25.9850275012657	26.8683242745438	26.5690484037482	25.1871070688641	27.0628082021354	25.8944414450966	25.6979782146205	26.1360419004244	25.4116397677221	25.8091410596396	25.6386791775054	25.8019579501505	25.299184257287	25.7366288128299	30.368696413597
MAP1B	P46821;D6RA32;D6RA40;D6RCL2	P46821	Microtubule-associated protein 1B;MAP1B heavy chain;MAP1 light chain LC1	32.0416603212493	32.3522393890193	32.3348469447952	32.2643883701413	32.4789210314676	32.6622297511771	32.1378503710595	32.4641436585083	32.4883859289782	30.8784748437806	30.9731592802943	30.7162034148817	30.837331618927	30.5787571397991	30.6477878544183	30.2993109204	30.5778572551386	30.1308728327602
GNPDA1	P46926;D6R9P4;D6RFF8;D6RAY7;P46926-2;D6RB13;D6R917;D6RFK5	P46926;D6R9P4;D6RFF8;D6RAY7;P46926-2	Glucosamine-6-phosphate isomerase 1;Glucosamine-6-phosphate isomerase	27.7631291731024	27.3413837651447	27.5462048046717	28.3533388778899	27.6063257971093	28.4740201006231	27.3391762511156	27.198542460846	27.5475291882172	27.9921564299198	27.744130970056	27.569932075222	28.2290351430874	28.3322772623621	27.8871603610782	28.3687796596107	28.392556802768	27.9102790284305
NEDD4	P46934-4;H0Y8H4;H0Y9L1	P46934-4	E3 ubiquitin-protein ligase NEDD4	25.7584983353137	25.765344177	26.4252799419633	24.9482877302398	26.1693808221534	25.7323908333417	26.2928807516801	23.493749925796	24.3258769108888	25.5625272940003	25.7280105836367	25.5669456981755	24.3169305763954	24.3938826964946	25.1176332734217	22.5818046560885	25.1731418448684	22.418411633764
YAP1	P46937;P46937-9;P46937-2;P46937-6;P46937-7;P46937-8;P46937-3;P46937-5;P46937-4;H0YCI3	P46937;P46937-9;P46937-2;P46937-6;P46937-7;P46937-8;P46937-3;P46937-5;P46937-4;H0YCI3	Transcriptional coactivator YAP1	27.0755129348371	28.9704601306934	28.2613649075449	28.5346013958238	27.5327450752289	27.0442687020735	26.4097152791888	27.3369653541214	26.8652592242764	26.1817911786028	27.7600859128238	25.3642941876288	27.2723088499544	27.0152074485749	27.5754968920476	22.6639463196733	24.8729096748095	24.8792347261202
UTRN	P46939;P46939-2;P46939-4;Q5T097;P46939-3;H0Y337;A0A0D9SG57;Q5JT45;Q5JT44;Q5SYY2;Q5T098;Q5JT49	P46939;P46939-2	Utrophin	30.3901802419088	30.9998766186701	31.2488115773078	30.8640048030177	30.9783515396805	30.6475305595793	30.1567760062677	30.7042130529296	30.6958596487262	30.1006166667073	30.5049317337748	30.2874702076526	30.1424833853981	30.1819854302371	30.2492072931186	30.0473925467604	29.8659376329646	30.3393674195462
IQGAP1	P46940;H0YLE8;A0A087X225;A0A087WWP1	P46940;H0YLE8	Ras GTPase-activating-like protein IQGAP1	31.5410243669762	32.1359563084786	32.2793560098808	31.723748801579	32.1581312858797	32.3036718246225	31.2584474241626	31.7691965024956	31.6197314397446	31.2222786380416	31.1260792090448	31.2829495499985	30.9362806201038	30.8519958652873	31.4626088116109	30.959819997487	30.9666425667018	31.2215297994896
HAAO	P46952;C9IY88;P46952-2	P46952;C9IY88;P46952-2	3-hydroxyanthranilate 3,4-dioxygenase	27.126522365258	25.7291522848078	25.3755729679073	27.17216911928	24.3367440779595	24.381988042722	26.9301025876034	23.9424379025125	24.5005127139789	26.9821790960276	23.4426570352479	20.6269388609669	24.1247883565867	22.9104048476849	20.6748680972124	23.3020118741455	21.1396487717925	19.4645736684591
GYG1	P46976-2;P46976;C9JQ42;P46976-3;G5E9W8;C9J7C7;C9J8R8	P46976-2;P46976;C9JQ42	Glycogenin-1	30.2739766414093	30.1760513356546	30.0590470894224	29.5211635423233	30.0766091011768	30.7443074376831	30.3010568642372	30.4195090658777	30.2859281605847	30.5220620562157	30.2890106082392	28.9317657993046	30.4562082236724	30.2291727020089	29.9455890396391	29.6318695601186	30.0167754366341	29.4731492293153
STT3A	P46977;P46977-2;H0YET6;A0A0C4DH80;E9PN73;E9PI32	P46977;P46977-2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	27.5246982091255	28.425063800079	27.7701422219925	27.6509573902663	27.7576085282204	27.8186063607434	27.0155264994864	27.4836228055896	27.2652606365461	27.092145947665	27.5546452901568	26.4291969009348	27.3004242037121	26.9087339886738	26.9262614239098	26.6062551892522	27.6010205949816	27.1829089521128
RABIF	P47224	P47224	Guanine nucleotide exchange factor MSS4	NA	23.5078488269455	NA	23.5625564067131	23.7403654655557	23.2242914318384	NA	NA	NA	NA	23.6286751438011	NA	NA	NA	22.749498750577	NA	NA	NA
PLA2G4A	P47712	P47712	Cytosolic phospholipase A2;Phospholipase A2;Lysophospholipase	22.257415467563	24.2245711223237	24.7961509363136	24.8418215321235	25.6346415756527	23.2512587520679	24.7049319946485	23.8052833540238	24.0908748239653	NA	19.6702585957542	23.1705235297684	NA	NA	NA	23.8032151148834	NA	25.060769144197
CAPZA2	P47755;F8W9N7;A0A0D9SET8;C9JUG7;P47755-2;F8WED3	P47755;F8W9N7;A0A0D9SET8;C9JUG7;P47755-2	F-actin-capping protein subunit alpha-2	31.3236176086884	31.1175589670664	31.3674992210278	31.5611984012294	31.532967959856	31.3022014926615	31.219454061892	31.7434650114254	31.5846823424463	32.0235658493212	32.3570205306806	31.8571971818432	31.8049357770691	32.0553989858926	31.7176339504881	31.8320580541588	31.3333547404161	31.4881704172992
CAPZB	P47756	P47756	F-actin-capping protein subunit beta	28.8737311549054	30.9724062185908	30.4098326009059	29.0091587390766	30.9856980152853	29.5932397968386	28.1726937096515	28.534081866776	28.3883747185546	30.2532712254985	30.1973008080463	30.3812331078004	29.4337440016845	30.1596657319026	29.8470894700761	29.4214767244065	29.479812513547	29.6388414132361
CAPZB	P47756-2;B1AK87;B1AK88;B1AK85	P47756-2;B1AK87;B1AK88;B1AK85	F-actin-capping protein subunit beta	31.3813878397642	31.4565999144482	31.5124866115007	31.549678721827	31.16692466565	30.9846799057837	31.013850694488	31.3055212246944	30.9947613894668	31.4057815065181	31.1229979746052	30.7812082357616	31.385765029982	31.4949555354862	31.4306171670581	31.170749384456	30.9009550906665	31.4189564342672
ALDH1A3	P47895;H0Y2X5;H0YKF9;H0YNQ3	P47895;H0Y2X5	Aldehyde dehydrogenase family 1 member A3	NA	26.5296210694858	25.9055471297338	26.0844212501113	25.7280884556061	26.9682916753297	25.5834526204658	22.5362092655088	NA	27.4468741747759	27.9591428737347	25.3446209978727	24.6209236471888	27.1476353524112	24.7909418393632	26.6972359102409	22.598257000778	24.7567436183609
QARS	P47897;P47897-2;H7C0R3;C9J165;F2Z2V6	P47897;P47897-2	Glutamine--tRNA ligase	29.7484882135538	29.8051511000964	29.9748693236884	30.0071814192933	30.3721263302984	29.7867329395606	29.3158126915673	29.1908410563618	29.8821682058311	30.0648392439519	30.1678219942968	29.7849872975191	30.0376079880212	29.9395769277492	29.4670578067165	29.5805911658471	29.319284364504	29.2921742698826
RPL29	P47914	P47914	60S ribosomal protein L29	27.6965728155742	28.0069942351502	28.6689849352612	28.4716966079063	27.8071029208974	27.0311793812851	27.6589445079191	28.9292843733738	28.2742210887793	28.3639851940818	29.3084319433516	27.9077603362938	27.5597589039394	26.9187757252994	28.1010927664742	28.5208077259233	26.5034122078055	27.7812551442833
NPTX2	P47972	P47972	Neuronal pentraxin-2	NA	23.3738486045768	21.8881085179809	22.3256710811359	21.4072760639668	NA	NA	NA	NA	NA	22.3854285092932	NA	NA	NA	NA	NA	NA	NA
UQCRFS1;UQCRFS1P1	P47985;P0C7P4	P47985;P0C7P4	Cytochrome b-c1 complex subunit Rieske, mitochondrial;Cytochrome b-c1 complex subunit 11;Putative cytochrome b-c1 complex subunit Rieske-like protein 1	33.276973816042	32.5944594284632	32.8632110027435	33.1003973573855	33.4733911907483	33.5644501997303	32.8800270616256	33.2718359583077	32.9017283981743	33.769492106439	33.562518196157	33.9342956987845	33.7649528433317	33.8973528539863	33.9056245919498	33.5188772976577	33.884127830381	33.6831126284133
XDH	P47989	P47989	Xanthine dehydrogenase/oxidase;Xanthine dehydrogenase;Xanthine oxidase	23.3478678748041	NA	22.6027713458661	24.5743856445433	22.6629473436598	NA	19.326499710055	20.7471439981867	22.7379132512278	20.9725311171027	21.7614181291689	21.4251646703215	NA	24.2047114286323	22.5134741291371	21.6787411063596	20.0460688624894	22.4244728469885
ATP5O	P48047;H7C0C1;H7C086;H7C068	P48047;H7C0C1	ATP synthase subunit O, mitochondrial	33.3240201650899	33.0827754248239	33.0933775410693	33.3414898105739	33.6168648891719	33.3862534212843	33.6824848693023	33.1440041569859	33.4302931423591	33.639251236082	33.7563284682783	33.3397656057691	33.5942369448417	34.0548008502606	33.4883140953289	33.6797614189136	33.7638652480741	33.8735331623103
CPA2	P48052;J3QT58	P48052	Carboxypeptidase A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.4247034916297	NA	NA	NA	NA	NA	22.4725629336702	NA	NA
LIMS1	P48059-3;A0A0A6YYD2;P0CW19-2;P0CW19;P0CW20	P48059-3	LIM and senescent cell antigen-like-containing domain protein 1	28.9670000335736	29.6837317498006	30.2994201038141	29.5332279484078	29.367113825997	29.1889328383758	29.9211049898853	29.1765269624753	28.278614073613	29.7037676570309	30.248981183089	28.9552397677753	29.1095610848114	28.9510481030278	29.3369653541214	28.9283809774319	29.0960732949822	28.8002059534945
GLIPR1	P48060;B4E3S5;F6VVE8;P48060-2	P48060	Glioma pathogenesis-related protein 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.2270565123839	NA	NA	NA	22.3071085116378	NA	NA	NA
CXCL12	P48061;P48061-4;P48061-2;P48061-5;P48061-6;P48061-3	P48061;P48061-4;P48061-2;P48061-5;P48061-6;P48061-3	Stromal cell-derived factor 1;SDF-1-beta(3-72);SDF-1-alpha(3-67)	25.5491315376853	25.7125872418964	27.6243584042968	24.8856252573059	26.2803852297386	28.2673608573541	24.3886374806064	24.7827679079175	26.1500397800674	25.3015584322808	NA	24.9308019339281	NA	23.5969613403661	24.4723398154134	23.0898409581687	NA	24.8087238439472
PREP	P48147	P48147	Prolyl endopeptidase	29.8996593213694	29.4974132302254	29.4850250750445	29.8854303451018	29.4001926122422	29.7621471552511	29.5701854876485	29.3831300074143	29.6863892785044	29.7875426987931	30.0204892808423	29.7975646867093	29.7276406343702	29.9932097779011	30.2263041778983	30.0764816827584	29.9081326927395	29.7871067310686
ME1	P48163;P48163-2	P48163;P48163-2	NADP-dependent malic enzyme	29.6349877033962	30.1923705191376	30.1623095719511	29.8329936345164	29.2873160770955	29.1591845127384	29.8175851671205	30.787060012426	29.3873067553176	28.4704558800137	29.1102583156299	28.1238120600444	28.9576769871374	29.0347776831332	28.5129198164929	28.5554866290906	28.7220148173691	27.3923930276469
LEPR	P48357;P48357-2;P48357-4;P48357-3;P48357-5	P48357;P48357-2;P48357-4;P48357-3;P48357-5	Leptin receptor	25.0038887853569	24.1369610823139	23.1389773186898	23.8687246077904	24.4101521530584	24.6213709078135	26.0960531819877	NA	NA	24.1865404691576	24.5537375572238	24.8459895815319	24.9590765261506	26.7184262653414	24.2023964848778	25.6392313947102	25.8321939018602	26.1113980601755
RFX5	P48382;F8W689;P48382-2;A0A0A0MSQ2;F6UE82;A0A0A0MSM9;F6X9D6;F6R6G4;H0Y4B4;F6S3S0;A0A0A0MT34;F8WDU3;F8WFE4;F2Z2G0	P48382;F8W689;P48382-2;A0A0A0MSQ2	DNA-binding protein RFX5	22.9929127576126	26.9282962550523	26.8126213327293	26.4323546914736	26.7059603158551	27.9215022936345	28.0572403327168	27.1518017737064	26.8291720436047	27.6895252106871	26.2312345134543	28.2599742282827	27.7061579859302	22.3964459074157	27.4766874993336	26.2744965979806	26.2340155779192	27.2145642904793
PIP4K2A	P48426;P48426-2	P48426;P48426-2	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha	27.7178381969726	27.5344529780426	27.9704875586165	27.617228446756	27.7298783517788	27.3620211209897	26.920139653589	27.6258916294496	27.100892322564	27.2021909474771	27.0766345835101	26.8618328145592	27.4638075935873	27.5711625188283	27.0477045595304	26.5592045878837	27.1074923113879	27.2190962720888
ARCN1	P48444;Q6P1Q5;E9PK34	P48444	Coatomer subunit delta	29.1944855635574	29.6931862838793	28.9410053249323	29.6308460337577	29.5177703536677	29.4062276841378	28.8906721585805	28.699455059338	29.6509916175006	28.9246767908796	28.7847221492651	28.6302037906185	28.7606570133291	28.1638455795925	28.2143326847828	28.8674407935056	28.4796968929098	28.681773078604
LSS	P48449;P48449-3;P48449-2;A0A0G2JQD0;C9J315;A0A0G2JS81;H7C3A5	P48449;P48449-3;P48449-2;A0A0G2JQD0	Lanosterol synthase	29.0081971382287	28.63075926085	28.1014935707665	28.8596427422773	28.8522787043451	28.0696355357842	28.2610958484167	28.6413761332987	28.4122780014668	28.5709092779764	28.9894790874505	28.1663860004415	28.7216889539654	28.4463220677639	28.5325221561626	29.0367961536889	28.5657261756676	27.8462526746526
PPP3CC	P48454;P48454-3;P48454-2;G3V111;H0YB02;H0YB04;H0YC26;E5RJH4	P48454;P48454-3;P48454-2;G3V111	Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform;Serine/threonine-protein phosphatase	24.6958297875413	25.0059027354269	24.1125915867369	25.3001972509532	24.5566636799227	25.1308482906608	24.0242834328468	23.660577439662	25.0037172554645	25.8117642982673	25.1329671892985	24.1191779785507	25.2742299769942	24.670822625881	25.2547945058072	25.3850861485397	25.0967569700113	24.688485103672
GCLC	P48506;E1CEI4;A0A0C4DGB2;D6R959;H0Y9I7;D6RGF8;D6REX4;H0YAB6	P48506;E1CEI4	Glutamate--cysteine ligase catalytic subunit	28.7840044448598	27.7924072483677	27.406329068901	28.8556981544089	27.9236571783382	28.2343445597634	27.2645449696171	28.094463368699	27.8509086517662	27.839120248673	27.6503411611514	27.6645160776636	28.1912176899733	28.3994186232703	28.6328403715261	28.200835536146	28.0068872618775	27.4462431780829
GCLM	P48507;P48507-2	P48507;P48507-2	Glutamate--cysteine ligase regulatory subunit	27.6885251216569	26.9596956516413	25.9962358970674	27.3821200126307	27.4376976002855	25.529725312071	25.9327402831006	24.0964352809435	25.6698229963218	26.0478501424001	27.1487023269749	25.9870462435744	25.3715573205831	25.734821441757	26.2092744182036	26.6013040321222	26.4389192350492	26.048473902642
KCNJ3	P48549;P48549-2	P48549	G protein-activated inward rectifier potassium channel 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRAPPC10	P48553;A0A096LPH7;F8WE24;P48553-2	P48553	Trafficking protein particle complex subunit 10	25.0540342275034	25.773415924834	26.1954292825118	23.8974451835144	25.5624981807	24.3772952726742	22.1307540451193	24.3407558164895	22.753299190085	23.9441372428272	25.4990531732827	NA	23.973424811944	23.2702782144449	24.4969220261068	22.1103469394086	NA	24.1976054633195
PSMD8	P48556;R4GMR5;K7EJR3;K7EJC1;K7ERW6;K7ENY6	P48556;R4GMR5;K7EJR3	26S proteasome non-ATPase regulatory subunit 8	28.6883583727298	28.3585461076755	28.5781272794787	28.4093268357681	28.0826866135314	28.2801639540988	28.431812935913	27.708659465456	27.7814427631198	28.3479438859114	28.4389668102785	27.9151322665475	28.9628148741179	28.6035695268123	29.1577639802948	28.424343093172	28.3888263112749	27.9497130982679
PRRC2A	P48634;P48634-3;P48634-2;P48634-4	P48634;P48634-3;P48634-2;P48634-4	Protein PRRC2A	23.5839403324405	23.6766983139196	24.2446692734643	23.4745694467266	23.2881349822105	23.3297821070205	21.2496250512201	NA	NA	21.6024089052057	23.015326569169	21.6580510565892	22.7662393389482	19.7434834377412	NA	NA	NA	22.0618734767568
GSS	P48637;P48637-2	P48637;P48637-2	Glutathione synthetase	29.6858047079559	29.5396570235374	29.1426294490508	29.6488679919383	29.2246953095961	29.2634931897568	28.94885025068	29.2762861264754	28.616913076769	29.7269264288898	29.5302538549674	29.1924410705973	29.2904834527524	29.7593717191288	29.8135084391699	29.5351207378513	28.8604718093131	28.9740487558166
CCT5	P48643;B7ZAR1;E9PCA1;E7ENZ3;P48643-2;H0Y914;D6RIZ7	P48643;B7ZAR1;E9PCA1;E7ENZ3;P48643-2	T-complex protein 1 subunit epsilon	31.3632228661995	31.329350143827	31.5141339805338	31.5650633539318	31.4609015088662	31.2039650783617	30.7503105048519	30.7768233790732	30.9594745658941	30.7957547139785	31.1979451952441	30.8895411902396	30.6645838910101	30.6752249024983	30.3465708461262	30.4997147106171	30.7106312585296	30.4446052429984
PTDSS1	P48651;P48651-2	P48651;P48651-2	Phosphatidylserine synthase 1	23.0123114958142	24.8320973003643	25.6615563122819	25.4321157067449	25.1856334465212	26.5187235020138	NA	21.6489543680144	24.144137908175	25.0589542256766	23.2945994360307	22.8431259407642	24.2741233148015	23.5397864223456	23.9992933222219	23.2044875640898	24.1130687210288	NA
NES	P48681	P48681	Nestin	32.8440837141266	32.4145277440208	32.7147919259059	32.4152332183825	32.7118417539597	33.1512362582065	32.9966817264269	32.8715884581953	33.5442067329289	31.1538200955933	31.4884098727332	31.6329183548077	31.3605044488236	31.9509160482436	31.9766456212591	32.1617992075609	31.997590468332	31.9706932514202
HSPA13	P48723	P48723	Heat shock 70 kDa protein 13	25.0847253573856	24.5821608217696	25.8298494901808	25.2896482926731	24.2339607403177	25.6404731111379	24.6304537786893	23.5645346942338	24.6554547306253	25.2676019636171	24.6693094037477	24.5144256041684	23.0228114071457	24.0869940010714	23.5629057134517	24.5390764346143	23.955356183221	23.9083904216849
AMT	P48728;P48728-3;H0Y695;P48728-4;P48728-2;C9JXJ4	P48728;P48728-3;H0Y695;P48728-4;P48728-2;C9JXJ4	Aminomethyltransferase, mitochondrial;Aminomethyltransferase	29.0392302874618	27.7139771342515	28.6927208447561	28.5339333955357	28.6230678389142	28.7567817870842	27.7964356539173	28.3456195140502	27.8280220758146	28.9883688324676	28.8731444311424	28.5002087647434	27.959364010314	28.1724075930959	28.7435532886758	29.047522560282	28.4687092991292	28.3459578373304
CSNK1A1;CSNK1A1L	P48729;P48729-2;P48729-3;Q8N752;H0Y9X2;U3KQK7;U3KPX3;U3KQ83;E5RG27;D6RGE5	P48729;P48729-2;P48729-3;Q8N752;H0Y9X2	Casein kinase I isoform alpha;Casein kinase I isoform alpha-like	27.4850058750786	27.6454018295105	27.4584198808975	26.7484242316907	27.1679655151009	27.4922071078427	26.8517427517511	26.2913181296465	26.8734964940329	26.3621716552271	27.1179304605772	26.6567643865508	26.7016047079221	26.3889822831876	26.7938959698422	26.7874337192125	26.1580000300316	27.018713133916
CSNK1D;CSNK1E	P48730-2;P48730;H7BYT1;B0QY36;J3QQI9;H0Y2N6;B4DLF1;J3KRM8	P48730-2;P48730;H7BYT1;B0QY36	Casein kinase I isoform delta	24.2718459740904	25.2740522022918	26.4975769277734	24.9187529822331	26.0676779073819	24.9171145385265	NA	24.4667506149451	24.1542185917757	23.6576368304755	24.5560789299792	20.8837530122206	23.05920184905	22.9139324669702	24.3692623917896	24.8320489971906	22.5338353961463	24.5088765382629
IDH2	P48735;P48735-2;H0YL11	P48735;P48735-2	Isocitrate dehydrogenase [NADP], mitochondrial	34.7816088636011	34.4701212824353	34.3517261828005	34.9190990644885	35.0636264260163	34.9625804767619	34.7417385069888	35.0174144343705	34.9333725708608	35.7961900109416	35.7977366706532	35.9227360754642	36.2500231143457	36.4535523273382	36.2207769690522	36.1612511153563	36.1914037636504	35.814450392464
PITPNB	P48739;P48739-2;P48739-3;A0A0A0MSW4;B3KYB6;B3KYB7	P48739;P48739-2;P48739-3;A0A0A0MSW4;B3KYB6;B3KYB7	Phosphatidylinositol transfer protein beta isoform	27.5201333067255	27.9708714947978	27.5857749472685	27.8686186480356	27.7083305711104	27.8705012173729	26.5740246657541	27.2406355899122	27.9347772491622	27.477150891749	27.3500958714258	26.9854401621559	27.6904580020451	28.179685898575	28.0602331558642	26.8912228221423	26.8695014082913	27.5928478714828
MASP1	P48740	P48740	Mannan-binding lectin serine protease 1;Mannan-binding lectin serine protease 1 heavy chain;Mannan-binding lectin serine protease 1 light chain	NA	NA	NA	NA	NA	NA	NA	NA	21.0841414147918	NA	NA	NA	25.4553186907238	NA	NA	NA	NA	NA
MASP1	P48740-2;P48740-4	P48740-2;P48740-4	Mannan-binding lectin serine protease 1;Mannan-binding lectin serine protease 1 heavy chain;Mannan-binding lectin serine protease 1 light chain	25.182605912666	23.6322302234769	23.3406879137742	24.6252785349069	24.6130178346391	25.3148927004466	24.9954166127062	23.6572006744625	23.9649034646574	25.491152154104	25.3308764050085	25.3352112345593	25.1597330897784	24.7121411435872	26.0556691972052	25.4361254054802	26.6856543515221	26.001721722447
NOV	P48745	P48745	Protein NOV homolog	NA	NA	NA	NA	NA	NA	20.4613395515231	NA	22.2297283065583	NA	NA	22.5995741987471	NA	NA	NA	NA	NA	NA
SLC4A3	P48751;P48751-3;P48751-2;F8WD49;H7C1Z2;H7C160	P48751;P48751-3;P48751-2	Anion exchange protein 3	28.7386014252925	28.9361823166108	28.6553318894068	29.5762901165422	29.6981637310534	29.2902856953692	27.6163873068774	27.932019341095	28.5284291904148	29.1614448484483	29.8048127209088	28.5456526191707	28.6313839093272	28.4002333370038	28.005763563367	28.4782701426495	28.4741748671682	26.308067339244
